time (min),CLN1_18[20230804_claudins] (dRI),time (min),CLN1_18[20230804_claudins] (Rayleigh ratio),time (min),CLN1_18[20230804_claudins] (UV),time (min),CLN1_18[20230804_claudins] (Molar mass)
13.485143553813,0.00276063669490181,14.3684485359668,0.246609982095193,14.4937700845278,-0.000239644825513021,,
13.5009414119591,0.00283748101885295,14.3849817590466,0.242369043779551,14.5103033076075,-0.000234425129999444,,
13.5167392701051,0.00293298309750932,14.4015149821263,0.238027891025398,14.5268365306872,-0.000229453886149663,,
13.5325371282512,0.00303794973464868,14.4180482052061,0.23403808855993,14.543369753767,-0.000225530076952603,,
13.5483349863973,0.00313570275957111,14.4345814282858,0.23056336645354,14.5599029768467,-0.00023130793661547,,
13.5641328445434,0.00320594893314102,14.4511146513656,0.227391761289474,14.5764361999265,-0.000228981321884745,,
13.5799307026894,0.00327151630969552,14.4676478744453,0.224447581237409,14.5929694230062,-0.000223249427329816,,
13.5957285608355,0.00335108212995418,14.4841810975251,0.219279581905844,14.609502646086,-0.000217113544736472,,
13.6115264189816,0.00343780188795438,14.5007143206048,0.213175473843327,14.6260358691658,-0.000211808122989672,,
13.6273242771276,0.00352619546427031,14.5172475436846,0.207596245010588,14.6425690922455,-0.000207301395725628,,
13.6431221352737,0.00362314108715095,14.5337807667643,0.202637407369241,14.6591023153253,-0.000206066947239894,,
13.6589199934198,0.00371684716877086,14.5503139898441,0.198199698636482,14.675635538405,-0.000207877192148178,,
13.6747178515658,0.00380080124097152,14.5668472129238,0.193866989335293,14.6921687614847,-0.000224633232260579,,
13.6905157097119,0.003915935979095,14.5833804360036,0.189545728865465,14.7087019845645,-0.00023290934737445,,
13.706313567858,0.00401142108827111,14.5999136590833,0.185251484477136,14.7252352076442,-0.000237808876465528,,
13.722111426004,0.00407533448430722,14.6164468821631,0.181121002237174,14.741768430724,-0.000243570040568774,,
13.7379092841501,0.00414584682839529,14.6329801052428,0.175371976088382,14.7583016538037,-0.000250328710038174,,
13.7537071422962,0.00422630935160861,14.6495133283226,0.169202077708324,14.7748348768835,-0.000251290225527594,,
13.7695050004422,0.00431019052861714,14.6660465514023,0.164091517961532,14.7913680999632,-0.000250598048953563,,
13.7853028585883,0.00439859383569252,14.6825797744821,0.15986980299426,14.807901323043,-0.00024873690356444,,
13.8011007167344,0.00448570860177601,14.6991129975618,0.155751577382448,14.8244345461227,-0.000239056610464831,,
13.8168985748804,0.0045620620484395,14.7156462206416,0.151609998434531,14.8409677692025,-0.000227579754432563,,
13.8326964330265,0.00464464023708338,14.7321794437213,0.147382202712448,14.8575009922822,-0.000216808624924296,,
13.8484942911726,0.00473915994409618,14.7487126668011,0.143089184947586,14.874034215362,-0.000212810975390711,,
13.8642921493186,0.00482400509069424,14.7652458898808,0.139110936261322,14.8905674384417,-0.000215185959691251,,
13.8800900074647,0.00487400043164437,14.7817791129606,0.134840910892822,14.9071006615215,-0.000217337592591656,,
13.8958878656108,0.00492612819432668,14.7983123360403,0.130463411699287,14.9236338846012,-0.000220931462245977,,
13.9116857237568,0.00497079119848046,14.8148455591201,0.12663668777774,14.940167107681,-0.000225930840383921,,
13.9274835819029,0.00502571831264463,14.8313787821998,0.123383923772972,14.9567003307607,-0.000227625267816589,,
13.943281440049,0.00512747041969786,14.8479120052796,0.120598607790421,14.9732335538405,-0.000223754087420606,,
13.959079298195,0.0052087163438711,14.8644452283593,0.117101805285117,14.9897667769202,-0.000217761015278068,,
13.9748771563411,0.00527225624963865,14.8809784514391,0.113779161714824,15.0063,-0.000211793544238034,,
